id,Tc_K,dosef,debye_K,lambda,wlog_K,sk_bandgap_eV
agm003626122,0.002000,3.016318,356.666962,0.224723,215.198446,0.003125
agm002367449,1.766000,3.144324,427.978912,0.487601,157.243573,0.004867
agm002195145,0.067000,0.885447,403.421875,0.292748,175.682094,0.004553
agm003186196,0.353000,1.689610,477.881012,0.357769,167.478715,0.019364
agm002156603,41.501000,1.680462,626.045654,1.602310,293.983278,0.008659
agm002140049,0.307000,2.060017,543.458801,0.326388,293.354049,0.001859
agm003186522,1.546000,3.589692,303.881439,0.466936,165.826809,0.003779
agm001614520,3.844000,4.132119,407.450409,0.553104,212.218824,0.000912
agm003436347,5.630000,3.658325,449.912354,0.605310,233.193541,0.003341
agm001615475,0.042000,1.632182,314.492096,0.292905,108.334683,0.006687
agm002633036,1.104000,1.498414,419.893646,0.432559,169.883974,0.022312
agm001149751,6.221000,4.978293,316.524902,0.643568,215.321951,0.002006
agm003293523,0.126000,1.715726,436.961395,0.301821,243.908523,0.004406
agm002238807,0.000000,1.266695,320.489929,0.148707,189.394987,0.008676
agm003289852,0.000000,0.695106,285.039490,0.193896,129.839042,0.009235
agm003263649,2.552000,7.431239,382.883331,0.490070,222.950994,0.001743
agm003435786,9.059000,8.110181,444.482941,0.767206,202.373932,0.004949
agm003190895,3.654000,3.037971,282.433838,0.581715,171.201809,0.001871
agm002343908,0.012000,3.739330,556.377930,0.244229,330.322843,0.002976
agm003160988,0.582000,1.259956,380.843750,0.370177,219.448351,0.070798
agm001229660,0.078000,1.907954,572.794556,0.279416,341.987274,0.000700
agm001964533,2.434000,3.487474,560.111572,0.460635,277.277034,0.001285
agm001620095,0.913000,2.232856,486.555634,0.388414,254.368734,0.001600
agm002180945,2.750000,2.578014,545.993286,0.474856,274.902532,0.001984
agm001851000,0.006000,1.529488,464.668732,0.233885,334.933332,0.002382
agm001288276,0.002000,2.039172,362.328766,0.224384,198.514516,0.022146
agm001840147,0.000000,1.139193,399.021088,0.192137,232.234459,0.001864
agm001198786,0.000000,1.695399,707.042175,0.175806,382.628549,0.030064
agm003165428,0.005000,0.820102,322.458527,0.239875,179.210077,0.008991
agm001618474,1.551000,3.271565,436.242096,0.429228,248.281076,0.000689
agm001267448,5.545000,0.949588,352.074402,0.785518,116.802263,0.008142
agm003263211,0.205000,7.736402,346.988556,0.332450,168.344541,0.002411
agm001003607,0.025000,6.374945,295.582275,0.266208,192.873530,0.004870
agm003173637,0.179000,2.262813,322.274017,0.331467,150.755956,0.005995
agm003186650,0.000000,2.858383,363.017059,0.168167,252.825056,0.005525
agm002161126,0.217000,2.057707,277.599030,0.340865,146.433496,0.021761
agm003435916,2.813000,3.487744,554.730835,0.512555,205.171636,0.001575
agm003189788,0.044000,4.237895,371.837616,0.275740,226.941663,0.003822
agm001116403,0.009000,1.250832,451.582123,0.243452,247.565192,0.001871
agm001191530,0.142000,1.641066,359.411957,0.314799,185.604480,0.016341
agm003435777,0.858000,3.740858,393.460022,0.387090,244.235965,0.002617
agm002494851,12.026000,0.837146,315.182739,1.068184,144.423048,0.005045
agm002245465,1.940000,2.818735,427.709564,0.476670,190.420254,0.000366
agm001116448,6.144000,4.644628,415.872467,0.639241,216.752392,0.005733
agm003193057,42.028000,4.055733,634.894287,1.860416,255.553679,0.009850
agm003176502,0.000000,2.678983,399.621826,0.096173,203.474788,0.002331
agm003295924,2.527000,5.204560,759.412964,0.432378,390.512903,0.004852
agm002160145,1.217000,1.648610,407.439301,0.402339,276.182479,0.026450
agm003202401,0.000000,5.991482,415.111176,0.195586,242.778902,0.003150
agm002153004,1.318000,0.543863,632.474121,0.360770,590.269097,0.417138
agm001229995,1.610000,4.058628,528.105225,0.422723,279.607816,0.005881
agm003176729,0.000000,0.568367,393.674255,0.118157,217.035682,0.002222
agm001649888,2.975000,3.664159,469.370331,0.601993,124.531613,0.001358
agm003261030,2.681000,2.931872,622.254944,0.432099,415.084497,0.040622
agm002696978,0.000000,0.787943,362.691040,0.119416,208.919624,0.007518
agm002029707,0.061000,1.882338,375.257294,0.277628,287.256688,0.001007
agm001133596,0.000000,1.845673,307.194397,0.163941,207.932182,0.001618
agm001850181,11.200000,4.548535,422.619781,0.830574,211.729169,0.011447
agm002406502,0.000000,4.680265,327.078186,0.205074,180.142565,0.022191
agm003183323,4.113000,3.859211,447.542755,0.555105,225.284382,0.006652
agm005117517,0.852000,2.592396,563.120972,0.359829,388.385926,0.002091
agm003438100,2.499000,6.995923,349.628387,0.526826,164.409333,0.001459
agm003191206,0.659000,1.017182,474.767120,0.367812,259.377216,0.016662
agm001105666,0.970000,3.598026,513.438232,0.384405,287.920835,0.012497
agm002156485,0.001000,1.928348,331.219971,0.217060,216.030521,0.034181
agm001635960,0.000000,1.238165,381.888245,0.205019,324.486488,0.004515
agm001223620,0.000000,0.727025,414.035370,0.117449,201.822845,0.008390
agm002134233,0.063000,1.854810,487.776398,0.282510,244.696554,0.000193
agm001828970,2.527000,2.050504,264.981293,0.525820,167.391940,0.004904
agm002038473,9.882000,3.406858,449.352264,0.860286,173.429432,0.002897
agm002135600,2.838000,7.306661,512.285217,0.492874,242.319178,0.001973
agm002181240,3.799000,2.363950,484.843353,0.541491,226.775635,0.012712
agm003439816,0.974000,4.054356,512.086060,0.381257,304.286578,0.000541
agm001846064,7.346000,2.930416,344.078766,0.706814,198.836566,0.001097
agm003437791,0.016000,5.071304,412.388489,0.253235,252.519044,0.001434
agm003192703,0.482000,2.026490,464.847015,0.349804,268.730825,0.001490
agm002250456,0.000000,0.192366,544.598755,0.091351,304.346024,0.006628
agm003160094,2.079000,1.667504,384.191803,0.510528,153.615482,0.004220
agm003615699,0.066000,1.590954,348.960205,0.286638,216.711976,0.001416
agm003167567,2.167000,2.529007,252.401184,0.574821,105.134813,0.001328
agm003200933,3.386000,4.416030,561.438477,0.497293,278.514115,0.006836
agm001371233,0.000000,0.874645,409.405487,0.140664,300.022402,0.014703
agm002354565,0.007000,6.553051,356.645996,0.244838,191.556639,0.003415
agm001186290,15.965000,8.350867,480.738678,0.928426,244.948780,0.000342
agm001290030,0.007000,1.045110,473.180420,0.235988,314.909493,0.003786
agm002179135,0.159000,2.999877,510.218933,0.302183,303.881487,0.004905
agm002138785,0.084000,2.990826,719.538452,0.279105,369.777543,0.003818
agm003192880,0.001000,1.002837,421.451416,0.216620,242.854281,0.021069
agm002327552,2.019000,2.488727,404.065216,0.461367,228.843010,0.000463
agm001306738,1.417000,0.585421,478.095703,0.433421,215.842378,0.024343
agm003436226,13.254000,3.937016,392.738434,1.616447,93.492079,0.002900
agm002164288,0.001000,3.254104,317.188385,0.216127,180.952862,0.009373
agm001248369,0.049000,1.992115,323.328217,0.282626,187.256772,0.002223
agm003605651,0.005000,6.091321,455.855865,0.235332,268.099752,0.000854
agm003186520,0.001000,3.035512,313.392639,0.215646,195.963470,0.003151
agm003119230,0.000000,0.000000,287.847595,0.033198,306.013252,0.493213
agm003192151,1.335000,3.315174,361.797333,0.476032,131.564980,0.003372
agm003185208,1.951000,3.148688,490.747894,0.452879,241.051231,0.000975
agm003198640,1.620000,7.501650,472.482086,0.431250,254.067355,0.000244
agm003295347,1.279000,3.165150,452.940765,0.395560,320.176814,0.002153
agm001292640,0.000000,1.367430,474.925568,0.141331,295.154331,0.013398
agm001121234,0.511000,4.039299,447.899750,0.370365,191.977614,0.020999
agm001197575,0.118000,2.996586,429.796875,0.307049,193.002027,0.003186
agm003189755,0.000000,1.919750,386.512421,0.173348,231.667320,0.002224
agm003168530,0.000000,1.464719,407.314514,0.205526,254.760276,0.009444
agm003203913,2.146000,10.112468,316.041168,0.490059,187.543151,0.000316
agm002249346,0.005000,3.062900,411.898285,0.234951,248.621708,0.004841
agm001223182,1.891000,3.421397,344.622894,0.476433,186.049415,0.000842
agm003401833,0.051000,1.444537,696.871338,0.265265,416.854684,0.002268
agm002643895,0.000000,1.500108,577.310059,0.192612,364.393565,0.006266
agm001211561,0.000000,0.816075,307.281219,0.135217,214.262669,0.002370
agm005103696,0.041000,2.926172,550.453308,0.267676,302.972940,0.001019
agm002249377,0.004000,3.331332,442.275238,0.232355,264.407260,0.019654
agm003159657,0.795000,2.789256,310.474762,0.459334,91.678111,0.004515
agm002215646,0.000000,0.511037,554.182861,0.131086,556.362094,0.001518
agm001235120,0.000000,0.852162,328.587982,0.143313,191.921646,0.021596
agm002377891,0.357000,6.228792,309.576172,0.360902,159.691496,0.000520
agm001121873,0.006000,1.336137,496.569031,0.236629,284.065402,0.001499
agm001228509,0.237000,4.528744,419.180298,0.324454,237.661563,0.001178
agm001149748,0.125000,2.664799,403.804413,0.299896,256.850533,0.006339
agm003436565,1.747000,7.924499,334.129974,0.524999,116.136727,0.005680
agm003204338,0.026000,0.665303,800.700500,0.250497,481.642456,0.022380
agm003186524,0.126000,1.481097,301.194275,0.310034,188.592238,0.002374
agm005102975,1.636000,1.084518,284.127808,0.490600,141.939567,0.000485
agm003186117,0.081000,2.854825,454.229492,0.287016,262.362208,0.001682
agm003161181,0.117000,1.010744,555.119385,0.293997,293.108188,0.002145
agm003435808,1.710000,6.025112,426.949158,0.458131,199.947215,0.001823
agm003161040,0.022000,1.763451,274.529175,0.265890,179.076126,0.003771
agm001310473,2.336000,2.638244,413.416595,0.486113,211.192544,0.005686
agm002945342,1.547000,3.316292,403.836823,0.450549,195.372463,0.004104
agm001294519,0.036000,2.243888,440.408081,0.266472,278.942045,0.002167
agm003635745,0.014000,8.147646,408.902435,0.254254,199.352791,0.001401
agm002244946,0.845000,4.173285,435.859802,0.381491,263.012680,0.002994
agm003187614,1.452000,0.892029,509.697784,0.409944,296.842909,0.005261
agm001191490,1.088000,1.475264,309.799347,0.440044,154.000115,0.015572
agm003172548,0.064000,3.388521,535.463257,0.276439,317.522565,0.002924
agm002146659,0.007000,2.264547,370.549042,0.241722,211.422778,0.001636
agm003159647,1.617000,1.564251,301.941010,0.516337,114.434205,0.005085
agm002925960,0.051000,1.676010,329.627899,0.286993,164.661426,0.001408
agm002160916,0.004000,4.598146,381.782410,0.233902,204.417029,0.015651
agm001184274,0.002000,5.219387,329.701141,0.226269,203.028406,0.000498
agm003191614,1.809000,3.611047,618.081360,0.434178,273.702364,0.003157
agm001378756,0.000000,1.441997,324.943634,0.146116,182.835469,0.001128
agm003438873,0.034000,3.250555,431.244537,0.270708,214.953705,0.002158
agm005117061,0.186000,2.528119,603.974182,0.299431,388.082792,0.015338
agm003186174,0.502000,2.782462,324.462677,0.369595,191.274314,0.012779
agm002184057,3.788000,6.354577,228.719101,0.624941,142.175919,0.007325
agm002218201,0.196000,0.798140,558.657166,0.307448,317.775069,0.017585
agm001222913,0.861000,2.050359,320.449524,0.442221,118.806068,0.001304
agm003771963,0.000000,7.266315,368.254974,0.178890,220.082408,0.002512
agm002160218,1.506000,1.473298,275.880890,0.481138,141.901454,0.022907
agm001115837,0.893000,4.167263,462.377960,0.390597,240.649404,0.002819
agm002344062,0.000000,1.208855,386.449524,0.127076,215.873289,0.001185
agm002255209,0.000000,0.123403,533.647156,0.129072,240.002517,0.017675
agm003774425,0.705000,7.276290,437.422455,0.373201,252.461268,0.000718
agm003183190,0.948000,3.952167,453.057098,0.394540,241.010581,0.004253
agm002190539,3.945000,3.900944,517.499207,0.519551,273.984485,0.002518
agm001228256,0.883000,3.626311,432.279205,0.392347,231.633030,0.001666
agm003189770,0.000000,2.843823,553.321228,0.160581,279.088121,0.002013
agm001171204,0.004000,2.833598,790.769470,0.226888,430.216863,0.004922
agm003435939,2.788000,5.002415,449.547424,0.501739,221.458302,0.001803
agm002268230,2.376000,7.045064,276.175262,0.540263,142.743976,0.002345
agm003435963,3.181000,5.707511,400.744415,0.509884,237.202556,0.002573
agm001191698,0.005000,0.989293,413.999420,0.233157,298.591166,0.013493
agm001851610,2.338000,3.646850,399.973602,0.473629,236.125631,0.032220
agm003161414,1.251000,1.009898,321.810028,0.468223,132.289521,0.025535
agm001223682,1.051000,1.555107,383.328461,0.463488,116.423221,0.000242
agm002322110,0.596000,6.866454,479.495697,0.363047,256.410586,0.000844
agm002367150,1.652000,1.780663,262.946045,0.541400,98.217598,0.065322
agm003602202,1.985000,7.653202,378.760773,0.484883,181.093900,0.000270
agm003186206,0.341000,3.855683,344.251373,0.349796,190.297058,0.001080
agm002924363,0.015000,1.973394,554.970886,0.249623,285.633876,0.008496
agm002154211,0.001000,2.980445,431.693756,0.221773,213.131891,0.001723
agm002145239,13.906000,5.768529,483.818451,0.805871,280.798186,0.001261
agm003437826,0.005000,2.566692,520.016724,0.233229,311.899527,0.002995
agm001610992,0.155000,4.536178,424.208832,0.315742,196.330832,0.009478
agm003438874,0.040000,5.869160,415.767883,0.275939,204.102362,0.003797
agm002696274,0.000000,0.542877,409.264374,0.193376,246.945668,0.001895
agm003436026,2.349000,5.943591,384.784424,0.471786,241.240908,0.002684
agm002220865,0.716000,7.052619,440.929291,0.394780,181.216038,0.001597
agm003192887,0.274000,2.299520,443.133087,0.329360,242.991275,0.004008
agm002107737,0.900000,1.493527,494.360992,0.371621,330.662707,0.002373
agm002744486,0.000000,2.030222,497.632996,0.177395,302.954415,0.000865
agm001664166,0.026000,2.485453,424.926361,0.263608,236.025073,0.005579
agm001618828,0.001000,1.815149,523.578247,0.216943,270.307432,0.009392
agm001191363,1.824000,1.849192,408.369171,0.478239,176.735874,0.006502
agm003159065,0.791000,1.663991,477.203583,0.366790,316.640565,0.009641
agm003283313,0.029000,2.773755,366.621521,0.264217,247.154749,0.003078
agm003263108,0.059000,3.133110,577.862549,0.273323,331.751574,0.000914
agm001313725,0.001000,2.488594,382.648590,0.218604,207.482465,0.006704
agm003178782,0.000000,1.811465,323.901276,0.171371,178.739066,0.003676
agm001620289,0.000000,0.635540,330.676758,0.167523,264.657318,0.032007
agm003158505,2.055000,1.182118,338.254242,0.503864,160.522546,0.018100
agm001196570,0.027000,2.243235,444.240967,0.265474,217.657477,0.001774
agm002158672,0.034000,1.111511,258.656097,0.290290,96.958798,0.008093
agm003273049,2.536000,4.069977,316.548187,0.530469,162.760906,0.000931
agm002140679,0.092000,3.226315,472.332184,0.292547,243.891525,0.004238
agm001318405,0.003000,2.033197,341.904083,0.230262,195.911410,0.007156
agm003157562,0.005000,0.777824,512.843140,0.226602,525.404962,0.096730
agm001661711,0.551000,5.969717,325.527557,0.394613,139.487331,0.001013
agm003182162,0.315000,3.037819,381.586060,0.343025,203.250612,0.001429
agm002157018,0.863000,1.556205,600.236267,0.375279,297.516912,0.006344
agm002087543,0.168000,1.394757,754.565063,0.299282,351.694434,0.004974
agm003772154,0.003000,5.526003,389.817596,0.230951,202.334421,0.001752
agm003177103,0.006000,0.623328,393.720978,0.244113,158.684281,0.161057
agm003161029,0.086000,1.257595,706.715210,0.279402,375.505503,0.013700
agm002139796,2.985000,1.266160,607.773315,0.526375,196.406933,0.004617
agm003192778,0.007000,1.204218,335.395721,0.240424,227.239106,0.001888
agm003264260,0.003000,6.030596,696.209961,0.225044,371.560015,0.001910
agm003258573,0.000000,0.636175,850.436829,0.190268,490.542577,0.468763
agm003194976,0.008000,2.932268,597.843445,0.239427,312.764687,0.000730
agm002134565,0.000000,2.737819,500.532562,0.114464,262.408370,0.000949
agm001019091,1.238000,9.067388,273.675110,0.461746,139.606853,0.000723
agm001007242,0.229000,6.481694,361.152618,0.336415,171.442058,0.001371
agm003435708,0.050000,5.889725,436.026367,0.277219,239.905609,0.001281
agm003195432,6.183000,3.799396,460.120636,0.707581,165.789463,0.002908
agm002159022,7.594000,2.237661,302.347778,1.207370,76.333403,0.016723
agm002163229,0.053000,0.823685,468.927277,0.277137,252.821795,0.003675
agm002539827,0.033000,2.733105,330.221924,0.271074,207.092331,0.013678
agm001191684,0.227000,1.739611,510.637115,0.317081,277.824683,0.011269
agm002533743,3.675000,4.836473,271.222015,0.748086,86.245572,0.002200
agm002140458,3.026000,0.923310,301.443420,0.568096,152.531048,0.008911
agm002030057,11.174000,17.711695,371.070740,0.947322,164.472409,0.001660
agm003186700,2.161000,1.777775,382.642853,0.542626,127.646117,0.001904
agm003264106,2.929000,6.668879,522.832520,0.469792,306.632544,0.008552
agm001106365,12.425000,6.150601,496.269501,0.862963,216.212057,0.002717
agm003283727,0.000000,1.491654,583.462646,0.173712,285.838443,0.011561
agm001613408,0.008000,1.174494,495.317108,0.245469,186.806142,0.002102
agm002161035,0.002000,1.272374,281.035065,0.229190,168.246167,0.003261
agm001144890,1.714000,3.997771,338.702820,0.466306,185.211696,0.001287
agm001946029,6.128000,1.159112,472.775604,0.563521,316.942196,0.008532
agm001232476,0.000000,1.637482,363.501190,0.106872,198.869484,0.034942
agm002087546,5.651000,1.674274,697.350464,0.566862,286.572417,0.004249
agm003176362,0.162000,4.163871,482.642700,0.306062,273.528919,0.000993
agm002188257,1.422000,3.877543,490.898468,0.429699,226.669064,0.001055
agm004984716,0.000000,2.137955,508.915009,0.146802,783.726140,0.134824
agm003768522,4.448000,6.991134,257.671356,0.576179,215.017883,0.001557
agm002122046,0.024000,1.045148,643.079834,0.253294,367.927544,0.002436
agm001379817,0.000000,-0.055708,288.694397,0.027382,239.595749,0.402898
agm001642206,0.000000,0.596121,506.865509,0.186719,174.260550,0.427892
agm001171163,0.000000,1.056376,696.411255,0.143986,462.125222,0.822592
agm002699299,0.000000,1.344759,454.768158,0.104809,240.574121,0.001976
agm001259606,0.004000,1.881392,428.997772,0.233130,253.594325,0.002733
agm003413938,0.810000,5.883183,421.863312,0.390264,219.400645,0.001730
agm001224231,0.003000,2.304784,450.598724,0.226841,254.235660,0.002690
agm002157497,0.645000,2.245154,375.366913,0.387476,182.395677,0.023397
agm003192432,0.016000,3.463642,364.278778,0.256383,203.894366,0.002748
agm001619628,0.002000,2.219302,500.967957,0.219181,313.209465,0.000352
agm003263124,0.016000,3.052359,513.119263,0.248097,343.548467,0.002193
agm002134282,0.004000,2.720544,537.308960,0.228484,305.427900,0.006693
agm001618704,0.051000,1.705541,487.372589,0.275406,265.601546,0.004553
agm003402361,5.146000,3.651836,459.343018,0.594697,223.717026,0.001813
agm003191194,0.048000,2.652871,359.333221,0.280344,203.892629,0.003713
agm002040243,0.050000,1.334038,544.053894,0.268459,350.645106,0.003019
agm002176890,1.588000,9.483064,444.507172,0.421128,280.917296,0.002779
agm001048787,4.575000,3.373834,507.108185,0.566812,232.868365,0.008065
agm003771899,0.000000,2.696795,316.712921,0.135232,209.436120,0.002584
